group Movement-of-Society-for-Peace
Socialist-Union-Morocco_g-312d2016-08-27.txt 0.25
Socialist-Union-Morocco_g-74d2017-05-15.txt 3.18871e-19
Socialist-Union-Morocco_g-134d2017-01-26.txt 1.65552e-08
Socialist-Union-Morocco_g-203d2016-08-27.txt 1.33106e-14
Socialist-Union-Morocco_g-70d2017-05-17.txt 1.03251e-07
Socialist-Union-Morocco_g-356d2016-08-27.txt 2.84027e-12
Socialist-Union-Morocco_g-102d2017-04-11.txt 4.70501e-18
Socialist-Union-Morocco_g-72d2017-05-16.txt 2.47845e-14
Socialist-Union-Morocco_g-93d2017-04-25.txt 0.12494
Socialist-Union-Morocco_g-316d2016-08-27.txt 0.22177
Socialist-Union-Morocco_g-147d2016-11-12.txt 1.0
Socialist-Union-Morocco_g-194d2016-08-27.txt 0.0315198
Socialist-Union-Morocco_g-109d2017-03-22.txt 1.09479e-09
Socialist-Union-Morocco_g-305d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-173d2016-09-28.txt 4.13423e-16
Socialist-Union-Morocco_g-49d2017-07-03.txt 1.0
Socialist-Union-Morocco_g-324d2016-08-27.txt 5.3262e-13
Socialist-Union-Morocco_g-125d2017-02-16.txt 0.2
Socialist-Union-Morocco_g-201d2016-08-27.txt 0.601139
Socialist-Union-Morocco_g-349d2016-08-27.txt 5.72577e-17
Socialist-Union-Morocco_g-206d2016-08-27.txt 1.35326e-08
Socialist-Union-Morocco_g-92d2017-04-25.txt 6.57193e-11
Socialist-Union-Morocco_g-152d2016-10-03.txt 1.0
Socialist-Union-Morocco_g-367d2016-08-25.txt 0.5
Socialist-Union-Morocco_g-14d2017-09-20.txt 0.2
Socialist-Union-Morocco_g-272d2016-08-27.txt 4.81439e-16
Socialist-Union-Morocco_g-34d2017-07-14.txt 1.0
Socialist-Union-Morocco_g-127d2017-02-16.txt 3.85412e-20
Socialist-Union-Morocco_g-108d2017-03-31.txt 4.9315e-06
Socialist-Union-Morocco_g-317d2016-08-27.txt 5.64406e-07
Socialist-Union-Morocco_g-230d2016-08-27.txt 0.146596
Socialist-Union-Morocco_g-256d2016-08-27.txt 1.65557e-09
Socialist-Union-Morocco_g-274d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-123d2017-02-17.txt 0.251861
Socialist-Union-Morocco_g-186d2016-09-21.txt 5.69593e-17
Socialist-Union-Morocco_g-235d2016-08-27.txt 2.19596e-14
Socialist-Union-Morocco_g-262d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-226d2016-08-27.txt 0.333333
Socialist-Union-Morocco_g-67d2017-05-23.txt 0.4
Socialist-Union-Morocco_g-348d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-149d2016-10-28.txt 1.0
Socialist-Union-Morocco_g-204d2016-08-27.txt 1.57017e-14
Socialist-Union-Morocco_g-315d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-10d2017-10-03.txt 5.86459e-17
Socialist-Union-Morocco_g-142d2016-11-13.txt 1.33939e-06
Socialist-Union-Morocco_g-126d2017-02-16.txt 1.09495e-15
Socialist-Union-Morocco_g-189d2016-09-09.txt 6.12607e-14
Socialist-Union-Morocco_g-111d2017-03-20.txt 2.51525e-18
Socialist-Union-Morocco_g-138d2017-01-16.txt 1.0
Socialist-Union-Morocco_g-188d2016-09-16.txt 6.37905e-16
Socialist-Union-Morocco_g-345d2016-08-27.txt 0.25
Socialist-Union-Morocco_g-338d2016-08-27.txt 0.496707
Socialist-Union-Morocco_g-231d2016-08-27.txt 1.26759e-08
Socialist-Union-Morocco_g-264d2016-08-27.txt 3.30425e-09
Socialist-Union-Morocco_g-273d2016-08-27.txt 6.34291e-19
Socialist-Union-Morocco_g-100d2017-04-25.txt 1.0
Socialist-Union-Morocco_g-218d2016-08-27.txt 0.857143
Socialist-Union-Morocco_g-255d2016-08-27.txt 1.39441e-13
Socialist-Union-Morocco_g-90d2017-04-26.txt 0.999999
Socialist-Union-Morocco_g-140d2016-12-05.txt 2.04492e-19
Socialist-Union-Morocco_g-62d2017-06-06.txt 0.594077
Socialist-Union-Morocco_g-306d2016-08-27.txt 2.68176e-13
Socialist-Union-Morocco_g-52d2017-07-03.txt 5.33073e-16
Socialist-Union-Morocco_g-61d2017-06-12.txt 0.969635
Socialist-Union-Morocco_g-132d2017-02-14.txt 1.84098e-14
Socialist-Union-Morocco_g-283d2016-08-27.txt 0.532018
Socialist-Union-Morocco_g-63d2017-06-03.txt 0.999807
Socialist-Union-Morocco_g-347d2016-08-27.txt 3.03747e-14
Socialist-Union-Morocco_g-137d2017-01-17.txt 1.0
Socialist-Union-Morocco_g-304d2016-08-27.txt 1.17879e-08
Socialist-Union-Morocco_g-259d2016-08-27.txt 1.12302e-13
Socialist-Union-Morocco_g-341d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-352d2016-08-27.txt 1.10523e-13
Socialist-Union-Morocco_g-280d2016-08-27.txt 1.45581e-18
Socialist-Union-Morocco_g-325d2016-08-27.txt 1.15262e-17
Socialist-Union-Morocco_g-73d2017-05-15.txt 0.5
Socialist-Union-Morocco_g-27d2017-07-24.txt 0.5
Socialist-Union-Morocco_g-247d2016-08-27.txt 4.61028e-16
Socialist-Union-Morocco_g-28d2017-07-20.txt 0.333333
Socialist-Union-Morocco_g-107d2017-04-04.txt 1.0
Socialist-Union-Morocco_g-359d2016-08-27.txt 5.97913e-13
Socialist-Union-Morocco_g-41d2017-07-10.txt 1.0
Socialist-Union-Morocco_g-202d2016-08-27.txt 0.249771
Socialist-Union-Morocco_g-344d2016-08-27.txt 1.65832e-13
Socialist-Union-Morocco_g-155d2016-10-02.txt 6.13402e-16
Socialist-Union-Morocco_g-365d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-198d2016-08-27.txt 0.5
Socialist-Union-Morocco_g-246d2016-08-27.txt 0.402632
Socialist-Union-Morocco_g-113d2017-03-09.txt 0.650301
Socialist-Union-Morocco_g-252d2016-08-27.txt 0.99032
Socialist-Union-Morocco_g-20d2017-08-15.txt 7.13753e-15
Socialist-Union-Morocco_g-84d2017-04-29.txt 0.111125
Socialist-Union-Morocco_g-160d2016-09-30.txt 8.94264e-14
Socialist-Union-Morocco_g-48d2017-07-05.txt 1.09914e-16
Socialist-Union-Morocco_g-104d2017-04-09.txt 5.23561e-11
Socialist-Union-Morocco_g-115d2017-03-01.txt 1.35518e-19
Socialist-Union-Morocco_g-334d2016-08-27.txt 0.999998
Socialist-Union-Morocco_g-148d2016-11-07.txt 0.154639
Socialist-Union-Morocco_g-121d2017-02-20.txt 2.27248e-14
Socialist-Union-Morocco_g-237d2016-08-27.txt 3.966e-16
Socialist-Union-Morocco_g-106d2017-04-07.txt 0.000429925
Socialist-Union-Morocco_g-269d2016-08-27.txt 0.640249
Socialist-Union-Morocco_g-11d2017-09-26.txt 6.86302e-14
Socialist-Union-Morocco_g-270d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-234d2016-08-27.txt 0.499638
Socialist-Union-Morocco_g-178d2016-09-27.txt 0.790901
Socialist-Union-Morocco_g-221d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-355d2016-08-27.txt 0.185651
Socialist-Union-Morocco_g-39d2017-07-11.txt 2.70468e-07
Socialist-Union-Morocco_g-157d2016-09-30.txt 0.0937845
Socialist-Union-Morocco_g-249d2016-08-27.txt 2.75315e-17
Socialist-Union-Morocco_g-303d2016-08-27.txt 2.81452e-18
group Socialist-Union-Morocco
Socialist-Union-Morocco_g-210d2016-08-27.txt 1.7605e-22
Socialist-Union-Morocco_g-250d2016-08-27.txt 1.6259e-18
Socialist-Union-Morocco_g-164d2016-09-29.txt 1.12938e-09
Socialist-Union-Morocco_g-81d2017-05-05.txt 1.12485e-22
Socialist-Union-Morocco_g-336d2016-08-27.txt 0.142857
Socialist-Union-Morocco_g-212d2016-08-27.txt 0.125
Socialist-Union-Morocco_g-314d2016-08-27.txt 0.999315
Socialist-Union-Morocco_g-101d2017-04-17.txt 7.96421e-17
Socialist-Union-Morocco_g-175d2016-09-27.txt 3.44702e-12
Socialist-Union-Morocco_g-117d2017-02-24.txt 6.09695e-09
Socialist-Union-Morocco_g-43d2017-07-07.txt 3.71247e-18
Socialist-Union-Morocco_g-195d2016-08-27.txt 0.362754
Socialist-Union-Morocco_g-118d2017-02-24.txt 3.14352e-17
Socialist-Union-Morocco_g-275d2016-08-27.txt 0.999913
Socialist-Union-Morocco_g-1d2017-10-31.txt 1.30941e-23
Socialist-Union-Morocco_g-339d2016-08-27.txt 0.333333
Socialist-Union-Morocco_g-361d2016-08-27.txt 0.30804
Socialist-Union-Morocco_g-215d2016-08-27.txt 3.03332e-19
Socialist-Union-Morocco_g-260d2016-08-27.txt 0.75
Socialist-Union-Morocco_g-19d2017-09-12.txt 1.0
Socialist-Union-Morocco_g-158d2016-09-30.txt 1.0
Socialist-Union-Morocco_g-313d2016-08-27.txt 0.428571
Socialist-Union-Morocco_g-279d2016-08-27.txt 8.89809e-14
Socialist-Union-Morocco_g-91d2017-04-25.txt 8.72656e-06
Socialist-Union-Morocco_g-77d2017-05-12.txt 0.368869
Socialist-Union-Morocco_g-50d2017-07-03.txt 9.61187e-10
Socialist-Union-Morocco_g-47d2017-07-05.txt 1.0
Socialist-Union-Morocco_g-60d2017-06-12.txt 6.18218e-19
Socialist-Union-Morocco_g-342d2016-08-27.txt 0.076935
Socialist-Union-Morocco_g-192d2016-09-08.txt 1.94736e-14
Socialist-Union-Morocco_g-159d2016-09-30.txt 1.0
Socialist-Union-Morocco_g-128d2017-02-16.txt 8.17899e-11
Socialist-Union-Morocco_g-227d2016-08-27.txt 8.93268e-12
Socialist-Union-Morocco_g-9d2017-10-03.txt 8.66431e-25
Socialist-Union-Morocco_g-18d2017-09-13.txt 8.12232e-21
Socialist-Union-Morocco_g-261d2016-08-27.txt 0.25
Socialist-Union-Morocco_g-85d2017-04-27.txt 8.40494e-11
Socialist-Union-Morocco_g-68d2017-05-23.txt 1.21002e-15
Socialist-Union-Morocco_g-207d2016-08-27.txt 0.2
Socialist-Union-Morocco_g-133d2017-02-14.txt 3.45655e-28
Socialist-Union-Morocco_g-89d2017-04-29.txt 0.166635
Socialist-Union-Morocco_g-208d2016-08-27.txt 5.01555e-19
Socialist-Union-Morocco_g-0d2017-11-02.txt 2.48778e-19
Socialist-Union-Morocco_g-170d2016-09-28.txt 0.222222
Socialist-Union-Morocco_g-224d2016-08-27.txt 2.60635e-12
Socialist-Union-Morocco_g-254d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-251d2016-08-27.txt 0.997098
Socialist-Union-Morocco_g-98d2017-04-25.txt 1.25591e-14
Socialist-Union-Morocco_g-167d2016-09-28.txt 2.57287e-12
Socialist-Union-Morocco_g-38d2017-07-13.txt 0.5
Socialist-Union-Morocco_g-86d2017-04-29.txt 0.2
Socialist-Union-Morocco_g-277d2016-08-27.txt 0.417426
Socialist-Union-Morocco_g-24d2017-07-24.txt 3.22077e-17
Socialist-Union-Morocco_g-302d2016-08-27.txt 6.14054e-17
Socialist-Union-Morocco_g-243d2016-08-27.txt 0.5
Socialist-Union-Morocco_g-301d2016-08-27.txt 0.428571
Socialist-Union-Morocco_g-35d2017-07-14.txt 9.26959e-30
Socialist-Union-Morocco_g-151d2016-10-04.txt 1.0
Socialist-Union-Morocco_g-58d2017-06-20.txt 2.50661e-18
Socialist-Union-Morocco_g-53d2017-06-29.txt 3.44231e-13
Socialist-Union-Morocco_g-176d2016-09-27.txt 0.142857
Socialist-Union-Morocco_g-292d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-120d2017-02-24.txt 8.93393e-18
Socialist-Union-Morocco_g-7d2017-10-16.txt 1.08736e-16
Socialist-Union-Morocco_g-174d2016-09-27.txt 1.44801e-09
Socialist-Union-Morocco_g-46d2017-07-07.txt 6.04235e-23
Socialist-Union-Morocco_g-343d2016-08-27.txt 2.90913e-15
Socialist-Union-Morocco_g-326d2016-08-27.txt 0.666378
Socialist-Union-Morocco_g-346d2016-08-27.txt 7.36239e-21
Socialist-Union-Morocco_g-362d2016-08-27.txt 0.4
Socialist-Union-Morocco_g-55d2017-06-23.txt 2.15079e-07
Socialist-Union-Morocco_g-366d2016-08-27.txt 3.22003e-18
Socialist-Union-Morocco_g-76d2017-05-12.txt 0.846256
Socialist-Union-Morocco_g-350d2016-08-27.txt 1.41387e-22
Socialist-Union-Morocco_g-65d2017-05-29.txt 1.16299e-21
Socialist-Union-Morocco_g-51d2017-07-03.txt 0.616577
Socialist-Union-Morocco_g-145d2016-11-13.txt 1.08642e-10
Socialist-Union-Morocco_g-29d2017-07-20.txt 5.37982e-06
Socialist-Union-Morocco_g-351d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-360d2016-08-27.txt 7.75956e-14
Socialist-Union-Morocco_g-322d2016-08-27.txt 0.5
Socialist-Union-Morocco_g-238d2016-08-27.txt 0.461554
Socialist-Union-Morocco_g-225d2016-08-27.txt 0.160473
Socialist-Union-Morocco_g-69d2017-05-17.txt 1.92933e-25
Socialist-Union-Morocco_g-232d2016-08-27.txt 0.250001
Socialist-Union-Morocco_g-80d2017-05-08.txt 1.0
Socialist-Union-Morocco_g-95d2017-04-25.txt 1.29201e-09
Socialist-Union-Morocco_g-30d2017-07-19.txt 3.14337e-12
Socialist-Union-Morocco_g-285d2016-08-27.txt 2.28947e-08
Socialist-Union-Morocco_g-190d2016-09-05.txt 7.53432e-21
Socialist-Union-Morocco_g-166d2016-09-28.txt 0.333333
Socialist-Union-Morocco_g-323d2016-08-27.txt 0.5
Socialist-Union-Morocco_g-181d2016-09-27.txt 0.79833
Socialist-Union-Morocco_g-205d2016-08-27.txt 0.249996
Socialist-Union-Morocco_g-82d2017-05-04.txt 5.85161e-10
Socialist-Union-Morocco_g-183d2016-09-27.txt 1.0
Socialist-Union-Morocco_g-223d2016-08-27.txt 3.78866e-11
Socialist-Union-Morocco_g-172d2016-09-28.txt 1.43873e-08
Socialist-Union-Morocco_g-330d2016-08-27.txt 4.72361e-12
Socialist-Union-Morocco_g-320d2016-08-27.txt 1.39782e-25
Socialist-Union-Morocco_g-22d2017-07-26.txt 6.50278e-19
Socialist-Union-Morocco_g-309d2016-08-27.txt 6.09533e-05
Socialist-Union-Morocco_g-114d2017-03-02.txt 9.4377e-08
Socialist-Union-Morocco_g-6d2017-10-16.txt 3.96615e-09
Socialist-Union-Morocco_g-54d2017-06-29.txt 3.24382e-18
Socialist-Union-Morocco_g-163d2016-09-29.txt 4.42835e-19
Socialist-Union-Morocco_g-79d2017-05-10.txt 5.1198e-34
Socialist-Union-Morocco_g-144d2016-11-13.txt 1.41661e-21
Socialist-Union-Morocco_g-83d2017-04-29.txt 1.46022e-24
Socialist-Union-Morocco_g-180d2016-09-27.txt 0.142916
Socialist-Union-Morocco_g-66d2017-05-26.txt 3.10434e-15
Socialist-Union-Morocco_g-26d2017-07-24.txt 1.21936e-08
Socialist-Union-Morocco_g-33d2017-07-17.txt 5.69918e-19
Socialist-Union-Morocco_g-177d2016-09-27.txt 0.374981
Socialist-Union-Morocco_g-45d2017-07-07.txt 1.37498e-19
Socialist-Union-Morocco_g-258d2016-08-27.txt 3.66489e-09
Socialist-Union-Morocco_g-122d2017-02-20.txt 4.96953e-25
Socialist-Union-Morocco_g-2d2017-10-20.txt 1.0
Socialist-Union-Morocco_g-42d2017-07-07.txt 2.60308e-16
Socialist-Union-Morocco_g-97d2017-04-25.txt 1.0
Socialist-Union-Morocco_g-191d2016-09-05.txt 0.276786
Socialist-Union-Morocco_g-119d2017-02-24.txt 9.34377e-37
Socialist-Union-Morocco_g-263d2016-08-27.txt 3.91515e-05
Socialist-Union-Morocco_g-139d2017-01-13.txt 1.70213e-17
Socialist-Union-Morocco_g-16d2017-09-14.txt 1.10317e-20
Socialist-Union-Morocco_g-32d2017-07-17.txt 2.53092e-16
Socialist-Union-Morocco_g-59d2017-06-16.txt 6.97231e-19
Socialist-Union-Morocco_g-333d2016-08-27.txt 0.666667
Socialist-Union-Morocco_g-217d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-56d2017-06-23.txt 6.16096e-11
Socialist-Union-Morocco_g-169d2016-09-28.txt 1.3234e-19
Socialist-Union-Morocco_g-103d2017-04-10.txt 3.71119e-19
Socialist-Union-Morocco_g-318d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-184d2016-09-26.txt 0.998199
Socialist-Union-Morocco_g-182d2016-09-27.txt 1.62865e-09
Socialist-Union-Morocco_g-37d2017-07-13.txt 2.23772e-21
Socialist-Union-Morocco_g-105d2017-04-08.txt 1.0
Socialist-Union-Morocco_g-168d2016-09-28.txt 3.5551e-16
Socialist-Union-Morocco_g-211d2016-08-27.txt 2.22854e-06
Socialist-Union-Morocco_g-340d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-216d2016-08-27.txt 0.0555555
Socialist-Union-Morocco_g-268d2016-08-27.txt 0.100002
Socialist-Union-Morocco_g-57d2017-06-22.txt 1.0
Socialist-Union-Morocco_g-71d2017-05-29.txt 0.999483
Socialist-Union-Morocco_g-335d2016-08-27.txt 0.333343
Socialist-Union-Morocco_g-310d2016-08-27.txt 0.509375
Socialist-Union-Morocco_g-311d2016-08-27.txt 8.39893e-14
Socialist-Union-Morocco_g-13d2017-09-21.txt 0.333333
Socialist-Union-Morocco_g-363d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-295d2016-08-27.txt 1.22098e-11
Socialist-Union-Morocco_g-245d2016-08-27.txt 0.857143
Socialist-Union-Morocco_g-199d2016-08-27.txt 2.63459e-13
Socialist-Union-Morocco_g-150d2016-10-05.txt 7.93173e-20
Socialist-Union-Morocco_g-23d2017-07-24.txt 2.05987e-13
Socialist-Union-Morocco_g-193d2016-09-05.txt 3.19263e-15
Socialist-Union-Morocco_g-131d2017-02-14.txt 1.67534e-12
Socialist-Union-Morocco_g-242d2016-08-27.txt 1.62532e-31
Socialist-Union-Morocco_g-141d2016-11-14.txt 0.0740756
Socialist-Union-Morocco_g-219d2016-08-27.txt 1.00365e-21
Socialist-Union-Morocco_g-112d2017-03-09.txt 5.05629e-13
Socialist-Union-Morocco_g-197d2016-08-27.txt 4.33633e-05
Socialist-Union-Morocco_g-220d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-358d2016-08-27.txt 1.12383e-05
Socialist-Union-Morocco_g-171d2016-09-28.txt 4.85219e-09
Socialist-Union-Morocco_g-4d2017-10-17.txt 3.69565e-24
Socialist-Union-Morocco_g-179d2016-09-27.txt 2.64373e-07
Socialist-Union-Morocco_g-44d2017-07-07.txt 1.28561e-22
Socialist-Union-Morocco_g-196d2016-08-27.txt 1.6874e-06
Socialist-Union-Morocco_g-308d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-244d2016-08-27.txt 0.999997
Socialist-Union-Morocco_g-143d2016-11-13.txt 0.666667
Socialist-Union-Morocco_g-21d2017-08-01.txt 0.942299
Socialist-Union-Morocco_g-161d2016-09-29.txt 4.16389e-05
Socialist-Union-Morocco_g-75d2017-05-13.txt 1.0
Socialist-Union-Morocco_g-253d2016-08-27.txt 1.06394e-31
Socialist-Union-Morocco_g-87d2017-04-26.txt 9.94758e-22
Socialist-Union-Morocco_g-222d2016-08-27.txt 2.3559e-15
Socialist-Union-Morocco_g-15d2017-09-15.txt 9.59072e-20
Socialist-Union-Morocco_g-241d2016-08-27.txt 0.0846969
Socialist-Union-Morocco_g-257d2016-08-27.txt 0.544269
Socialist-Union-Morocco_g-25d2017-07-25.txt 2.55681e-20
Socialist-Union-Morocco_g-327d2016-08-27.txt 0.333333
Socialist-Union-Morocco_g-364d2016-08-27.txt 1.3181e-15
Socialist-Union-Morocco_g-116d2017-03-01.txt 5.36898e-15
Socialist-Union-Morocco_g-200d2016-08-27.txt 1.33016e-25
Socialist-Union-Morocco_g-17d2017-09-13.txt 3.38495e-09
Socialist-Union-Morocco_g-187d2016-09-19.txt 0.00665895
Socialist-Union-Morocco_g-94d2017-04-24.txt 2.83222e-21
Socialist-Union-Morocco_g-88d2017-04-29.txt 7.38715e-18
Socialist-Union-Morocco_g-136d2017-01-19.txt 0.168869
Socialist-Union-Morocco_g-228d2016-08-27.txt 0.285714
Socialist-Union-Morocco_g-236d2016-08-27.txt 3.36464e-24
Socialist-Union-Morocco_g-99d2017-04-25.txt 6.61052e-12
Socialist-Union-Morocco_g-130d2017-02-14.txt 0.166667
Socialist-Union-Morocco_g-165d2016-09-28.txt 5.26228e-12
Socialist-Union-Morocco_g-154d2016-10-03.txt 0.571429
Socialist-Union-Morocco_g-337d2016-08-27.txt 0.351031
Socialist-Union-Morocco_g-239d2016-08-27.txt 0.500005
Socialist-Union-Morocco_g-36d2017-07-14.txt 2.77526e-12
Socialist-Union-Morocco_g-278d2016-08-27.txt 0.502828
Socialist-Union-Morocco_g-312d2016-08-27.txt 0.25
Socialist-Union-Morocco_g-74d2017-05-15.txt 1.0206e-28
Socialist-Union-Morocco_g-134d2017-01-26.txt 1.75811e-11
Socialist-Union-Morocco_g-203d2016-08-27.txt 2.77387e-13
Socialist-Union-Morocco_g-70d2017-05-17.txt 9.42377e-15
Socialist-Union-Morocco_g-356d2016-08-27.txt 5.85016e-20
Socialist-Union-Morocco_g-102d2017-04-11.txt 2.95668e-23
Socialist-Union-Morocco_g-72d2017-05-16.txt 9.28148e-14
Socialist-Union-Morocco_g-93d2017-04-25.txt 1.53419e-13
Socialist-Union-Morocco_g-316d2016-08-27.txt 0.329275
Socialist-Union-Morocco_g-147d2016-11-12.txt 1.0
Socialist-Union-Morocco_g-194d2016-08-27.txt 0.666666
Socialist-Union-Morocco_g-109d2017-03-22.txt 9.7843e-19
Socialist-Union-Morocco_g-305d2016-08-27.txt 9.77036e-05
Socialist-Union-Morocco_g-173d2016-09-28.txt 4.22495e-16
Socialist-Union-Morocco_g-49d2017-07-03.txt 1.06109e-05
Socialist-Union-Morocco_g-324d2016-08-27.txt 5.81291e-07
Socialist-Union-Morocco_g-125d2017-02-16.txt 0.2
Socialist-Union-Morocco_g-201d2016-08-27.txt 0.359979
Socialist-Union-Morocco_g-349d2016-08-27.txt 1.95018e-13
Socialist-Union-Morocco_g-206d2016-08-27.txt 0.500403
Socialist-Union-Morocco_g-92d2017-04-25.txt 0.2
Socialist-Union-Morocco_g-152d2016-10-03.txt 1.0
Socialist-Union-Morocco_g-367d2016-08-25.txt 4.64836e-06
Socialist-Union-Morocco_g-14d2017-09-20.txt 0.00061197
Socialist-Union-Morocco_g-272d2016-08-27.txt 3.59768e-15
Socialist-Union-Morocco_g-34d2017-07-14.txt 3.2839e-06
Socialist-Union-Morocco_g-127d2017-02-16.txt 2.78749e-16
Socialist-Union-Morocco_g-108d2017-03-31.txt 4.67599e-17
Socialist-Union-Morocco_g-317d2016-08-27.txt 0.562095
Socialist-Union-Morocco_g-230d2016-08-27.txt 0.2
Socialist-Union-Morocco_g-256d2016-08-27.txt 2.68185e-15
Socialist-Union-Morocco_g-274d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-123d2017-02-17.txt 6.76856e-17
Socialist-Union-Morocco_g-186d2016-09-21.txt 2.57356e-19
Socialist-Union-Morocco_g-235d2016-08-27.txt 0.25
Socialist-Union-Morocco_g-262d2016-08-27.txt 0.0125338
Socialist-Union-Morocco_g-226d2016-08-27.txt 3.63299e-17
Socialist-Union-Morocco_g-67d2017-05-23.txt 0.199584
Socialist-Union-Morocco_g-348d2016-08-27.txt 0.00560729
Socialist-Union-Morocco_g-149d2016-10-28.txt 1.0
Socialist-Union-Morocco_g-204d2016-08-27.txt 9.30171e-14
Socialist-Union-Morocco_g-315d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-10d2017-10-03.txt 1.56257e-21
Socialist-Union-Morocco_g-142d2016-11-13.txt 2.61261e-21
Socialist-Union-Morocco_g-126d2017-02-16.txt 6.419e-18
Socialist-Union-Morocco_g-189d2016-09-09.txt 1.23829e-20
Socialist-Union-Morocco_g-111d2017-03-20.txt 4.06452e-12
Socialist-Union-Morocco_g-138d2017-01-16.txt 2.78448e-11
Socialist-Union-Morocco_g-188d2016-09-16.txt 3.34286e-33
Socialist-Union-Morocco_g-345d2016-08-27.txt 3.5567e-21
Socialist-Union-Morocco_g-338d2016-08-27.txt 0.3
Socialist-Union-Morocco_g-231d2016-08-27.txt 2.50678e-21
Socialist-Union-Morocco_g-264d2016-08-27.txt 7.58709e-05
Socialist-Union-Morocco_g-273d2016-08-27.txt 2.38499e-35
Socialist-Union-Morocco_g-100d2017-04-25.txt 3.56722e-15
Socialist-Union-Morocco_g-218d2016-08-27.txt 0.857143
Socialist-Union-Morocco_g-255d2016-08-27.txt 0.49949
Socialist-Union-Morocco_g-90d2017-04-26.txt 0.8
Socialist-Union-Morocco_g-140d2016-12-05.txt 1.48427e-26
Socialist-Union-Morocco_g-62d2017-06-06.txt 0.3
Socialist-Union-Morocco_g-306d2016-08-27.txt 4.90425e-10
Socialist-Union-Morocco_g-52d2017-07-03.txt 4.47738e-24
Socialist-Union-Morocco_g-61d2017-06-12.txt 4.17864e-14
Socialist-Union-Morocco_g-132d2017-02-14.txt 2.11626e-17
Socialist-Union-Morocco_g-283d2016-08-27.txt 0.58476
Socialist-Union-Morocco_g-63d2017-06-03.txt 2.50131e-07
Socialist-Union-Morocco_g-347d2016-08-27.txt 3.38026e-16
Socialist-Union-Morocco_g-137d2017-01-17.txt 6.22573e-05
Socialist-Union-Morocco_g-304d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-259d2016-08-27.txt 3.69257e-24
Socialist-Union-Morocco_g-341d2016-08-27.txt 2.02263e-12
Socialist-Union-Morocco_g-352d2016-08-27.txt 0.00640429
Socialist-Union-Morocco_g-280d2016-08-27.txt 1.83788e-21
Socialist-Union-Morocco_g-325d2016-08-27.txt 2.01965e-18
Socialist-Union-Morocco_g-73d2017-05-15.txt 0.5
Socialist-Union-Morocco_g-27d2017-07-24.txt 3.18086e-12
Socialist-Union-Morocco_g-247d2016-08-27.txt 5.68793e-16
Socialist-Union-Morocco_g-28d2017-07-20.txt 9.21809e-11
Socialist-Union-Morocco_g-107d2017-04-04.txt 1.0
Socialist-Union-Morocco_g-359d2016-08-27.txt 1.28706e-14
Socialist-Union-Morocco_g-41d2017-07-10.txt 1.0
Socialist-Union-Morocco_g-202d2016-08-27.txt 0.249971
Socialist-Union-Morocco_g-344d2016-08-27.txt 7.00082e-17
Socialist-Union-Morocco_g-155d2016-10-02.txt 1.75292e-19
Socialist-Union-Morocco_g-365d2016-08-27.txt 1.0
Socialist-Union-Morocco_g-198d2016-08-27.txt 0.5
Socialist-Union-Morocco_g-246d2016-08-27.txt 0.405426
Socialist-Union-Morocco_g-113d2017-03-09.txt 0.333333
Socialist-Union-Morocco_g-252d2016-08-27.txt 1.2181e-13
Socialist-Union-Morocco_g-20d2017-08-15.txt 1.44429e-23
Socialist-Union-Morocco_g-84d2017-04-29.txt 0.111111
